1155513023;41.21914;-8.553187;-0.1492813;0.7194098
1155513029;41.21875;-8.552862;-0.1492756;0.7194029
1155513031;41.21671;-8.551639;-0.1492542;0.7193672
1155513039;41.21811;-8.552304;-0.1492659;0.7193916
1155513046;41.2134;-8.549549;-0.1492178;0.7193096
1155513047;41.21966;-8.553576;-0.1492881;0.7194188
1155513050;41.21715;-8.551977;-0.1492602;0.719375
1155513057;41.21495;-8.550362;-0.149232;0.7193365
1155513067;41.21447;-8.550024;-0.1492261;0.7193283
1155513071;41.21589;-8.551054;-0.149244;0.719353
1158156455;41.21844;-8.545463;-0.1491465;0.7193976
1158156473;41.21883;-8.54554;-0.1491478;0.7194043
1158156474;41.21889;-8.545265;-0.149143;0.7194053
1158156481;41.22161;-8.546943;-0.1491723;0.7194529
1158156483;41.21864;-8.545655;-0.1491498;0.7194009
1158156496;41.21881;-8.545622;-0.1491492;0.719404
1158156499;41.21861;-8.54558;-0.1491485;0.7194003
1158156501;41.21373;-8.545986;-0.1491556;0.7193152
1158156502;41.21394;-8.545871;-0.1491536;0.7193189
1158156504;41.21411;-8.545831;-0.1491529;0.7193218
1158156506;41.21466;-8.545775;-0.1491519;0.7193315
1158156508;41.21447;-8.545827;-0.1491528;0.7193281
1158156510;41.21491;-8.545541;-0.1491478;0.7193359
1158156522;41.21561;-8.544516;-0.1491299;0.7193482
1158156555;41.22064;-8.546454;-0.1491638;0.7194359
1158156561;41.21238;-8.547119;-0.1491754;0.7192916
1158156572;41.21882;-8.545498;-0.1491471;0.7194042
1158156574;41.2188;-8.545465;-0.1491465;0.7194037
1158156577;41.21866;-8.545676;-0.1491502;0.7194014
1158156578;41.21874;-8.54567;-0.1491501;0.7194028
1158156580;41.21878;-8.545649;-0.1491497;0.7194035
1158156582;41.21291;-8.546865;-0.1491709;0.7193009
1158156590;41.21861;-8.545622;-0.1491492;0.7194005
1158156597;41.21877;-8.545444;-0.1491461;0.7194033
1158156604;41.21865;-8.54547;-0.1491466;0.7194012
1158156606;41.2187;-8.545449;-0.1491462;0.719402
1158156607;41.21325;-8.546541;-0.1491653;0.7193069
1158156613;41.21355;-8.546158;-0.1491586;0.7193121
1158156620;41.21263;-8.547013;-0.1491735;0.7192961
1158156650;41.21889;-8.545621;-0.1491492;0.7194054
