8366889;1676280555;3130312334;
8366889;3130312334;25620759;
8366893;747467609;25620516;
8366893;25620516;25620518;
8366896;25620516;2379077834;
8366896;2379077834;2379077831;
8366896;2379077831;25620692;
8366896;25620692;2378366854;
8366896;2378366854;1386051842;
8366901;25620948;1386051850;
8366901;1386051850;3442647353;
8366901;3442647353;1386051854;
8367054;25632227;25632231;
8367055;1386063691;2415701442;
8367055;2415701442;2415701440;
8367055;2415701440;2415701439;
8367055;2415701439;1209593469;
8367055;1209593469;2415701443;
8367055;2415701443;1209593455;
8367055;1209593455;2415701444;
8367055;2415701444;25632370;
8367055;25632370;2414401915;
8367055;2414401915;25632230;
8367055;25632230;2914925366;
8367055;2914925366;25632226;
8367055;25632226;25632227;
8367058;25632225;2848372007;
8367058;2848372007;25632226;
8367058;25632226;25632228;
8367068;25632293;4685392602;
8367068;4685392602;1110698289;
8367068;1110698289;4685392604;
8367068;4685392604;4685392601;
8367068;4685392601;4685392603;
8367068;4685392603;1110698281;
8367068;1110698281;1110698269;
8367068;1110698269;25620653;
8367069;137982795;25632284;
8367069;25632284;2749809980;
8367069;2749809980;25632285;
8367070;25632292;2884840234;
8367070;2884840234;2692624395;
8367070;2692624395;974882842;
8367070;974882842;974882854;
8367070;974882854;25632278;
8367072;25632284;25632283;
8367073;25632227;1684865551;
8367073;1684865551;25632361;
8367074;25632372;1788786350;
8367074;1788786350;1417603317;
8367089;2247375546;1387283705;
8367089;1387283705;2383470264;
8367092;25632373;4685392611;
8367092;4685392611;1788787081;
8367092;1788787081;3148938210;
8367092;3148938210;353286182;
8367092;353286182;2397188711;
8367092;2397188711;1788787223;
8367092;1788787223;129549145;
8367092;129549145;129953505;
8367092;129953505;129953504;
8367093;25632374;475396372;
8367093;475396372;129549662;
8367098;25620570;2914696272;
8367098;2914696272;3130312342;
8367098;3130312342;25632376;
8367103;1788785599;4751755890;
8367103;4751755890;1788785595;
8367103;1788785595;4751755891;
8367103;4751755891;1788785596;
8367103;1788785596;423183085;
8367103;423183085;129555296;
8367104;2912188495;2912188486;
8367104;2912188486;2912188492;
8367104;2912188492;2912188490;
8367104;2912188490;2912188496;
8367104;2912188496;2937870610;
8367104;2937870610;129533454;
8367104;129533454;25632417;
8367104;25632417;3392939485;
8367104;3392939485;2937870609;
8367104;2937870609;3690635855;
8367104;3690635855;25632401;
8367104;25632401;1209790922;
8367104;1209790922;25632402;
8367104;25632402;3392939470;
8367104;3392939470;3694518900;
8367104;3694518900;2366154047;
8367104;2366154047;25632403;
8367104;25632403;2366154016;
8367104;2366154016;2366098060;
8367104;2366098060;25632404;
8367104;25632404;3392939463;
8367104;3392939463;3392939462;
8367104;3392939462;1278184346;
8367114;25632398;2934507844;
8367114;2934507844;2934507846;
8367114;2934507846;2934507845;
8367114;2934507845;2934507843;
8367114;2934507843;3695776123;
8367114;3695776123;3690626645;
8367114;3690626645;25632410;
8367114;25632410;2829209749;
8367114;2829209749;25632411;
8367118;25632463;4488733074;
8367118;4488733074;4077112088;
8367118;4077112088;25632449;
8367133;4751728935;25632467;
8367133;25632467;3563723607;
8367133;3563723607;4753752250;
8367133;4753752250;4753752246;
8367133;4753752246;513936352;
8367133;513936352;4753752243;
8367133;4753752243;4753752227;
8367133;4753752227;4753748915;
8367133;4753748915;1143316537;
8367133;1143316537;1165604083;
8367133;1165604083;4751728922;
8367133;4751728922;4751728923;
8367133;4751728923;25632466;
8367143;126647309;126647239;
8367143;126647239;3563651993;
8367143;3563651993;4751728018;
8367143;4751728018;4751728017;
8367143;4751728017;25632444;
8367143;25632444;25632440;
8367143;25632440;25632439;
8367143;25632439;25632438;
8367147;3699236931;3698039529;
8367147;3698039529;3698157316;
8367147;3698157316;3699236947;
8367147;3699236947;25632433;
8367153;25632450;4488733070;
8367153;4488733070;25632451;
8367153;25632451;25632452;
8367153;25632452;25632453;
8367153;25632453;25632454;
8367154;25632449;4488733072;
8367154;4488733072;25632448;
8367154;25632448;4488733071;
8367154;4488733071;25632447;
8367155;353287405;452518383;
8367155;452518383;126617351;
8367160;25632432;4356494322;
8367160;4356494322;25632423;
8367164;25632522;1143318771;
8367164;1143318771;25632521;
13263613;122452407;4737209751;
13263613;4737209751;4737209750;
13263613;4737209750;4737209749;
13263613;4737209749;3092747263;
13263613;3092747263;122452409;
13263613;122452409;299612405;
13263613;299612405;122452412;
13265074;122452412;122452414;
13265074;122452414;4708552369;
13715172;126604789;1487171490;
13715172;1487171490;4468690311;
13715388;126617351;126617352;
13716129;2363578534;3897692240;
13716129;3897692240;3897692238;
13716129;3897692238;126617433;
13716160;126617351;4492375940;
13716160;4492375940;2363578530;
13716624;122452412;404754617;
13797599;4685392623;137993249;
13797599;137993249;1216789894;
13797599;1216789894;1216789883;
13797599;1216789883;473879871;
13797599;473879871;3897692212;
13797599;3897692212;4749945342;
13797599;4749945342;128560274;
13800389;1110673556;4737140187;
13800389;4737140187;4751405790;
13800389;4751405790;2100595288;
13800389;2100595288;128673221;
13800986;128674452;3391599153;
13800986;3391599153;128674453;
13801323;1684865542;2511003051;
13836129;452682265;2904508475;
13836129;2904508475;2904508476;
13836129;2904508476;2904508477;
13836129;2904508477;3130312330;
13836129;3130312330;25632376;
13836474;501252472;501252465;
13836474;501252465;501252453;
13836474;501252453;501252447;
13836474;501252447;1209790928;
13848351;124384925;1418798463;
13848351;1418798463;1788786301;
13848688;124384921;124384923;
13848825;1416622201;129795158;
13848836;129795158;2454212915;
13848836;2454212915;129795307;
13848836;129795307;137819989;
13849075;129800102;4468690341;
13849075;4468690341;129800097;
13849088;129795309;4554424756;
13849088;4554424756;129800097;
13849088;129800097;1416622188;
13849088;1416622188;4751057923;
13849088;4751057923;128673223;
13854847;129953503;138214591;
13854847;138214591;2460613844;
13854847;2460613844;90378716;
13854848;112675715;2460613849;
13854848;2460613849;1110673414;
14326174;137817763;137819394;
14326174;137819394;137819397;
14326205;137819989;1438444064;
14326205;1438444064;4737134507;
14326205;4737134507;314555992;
14326205;314555992;129795309;
14326205;129795309;2454212908;
14326205;2454212908;2454212912;
14326205;2454212912;129800102;
14326205;129800102;4751055176;
14326256;137817763;137818313;
14326256;137818313;1438444062;
14326256;1438444062;137818312;
14326256;137818312;1438444063;
14326256;1438444063;1416622190;
14326258;129795568;137817763;
14326572;25632376;2904549010;
14326572;2904549010;2896384685;
14326572;2896384685;958308578;
14326572;958308578;2904532298;
14326572;2904532298;1676280585;
14326572;1676280585;2896384667;
14326572;2896384667;2893310955;
14326733;137831888;2413940881;
14326733;2413940881;2413446290;
14326733;2413446290;2413446263;
14326733;2413446263;137831884;
14326733;137831884;137831881;
14326733;137831881;2413950281;
14326733;2413950281;1693766989;
14326733;1693766989;1693766970;
14326733;1693766970;137831876;
14326733;137831876;1693766987;
14326733;1693766987;137831873;
14326733;137831873;2414401910;
14326733;2414401910;1684844451;
14326733;1684844451;1386063691;
14327522;1788785403;4452315915;
14327522;4452315915;4452315909;
14327522;4452315909;25632432;
14328357;4452315908;137961403;
14328357;137961403;4488753687;
14328357;4488753687;4720971839;
14328357;4720971839;1788785575;
14328357;1788785575;1788785577;
14328357;1788785577;3950967578;
14328357;3950967578;4591119711;
14328357;4591119711;3950967581;
14328446;129555296;4452315911;
14328446;4452315911;4720971830;
14328446;4720971830;25632438;
14328446;25632438;25632432;
14328446;25632432;4356494325;
14328446;4356494325;25632433;
14328446;25632433;3688730541;
14328446;3688730541;25632412;
14328446;25632412;3688730540;
14328446;3688730540;2926953947;
14328446;2926953947;2926953948;
14328446;2926953948;2978059160;
14328446;2978059160;2978059161;
14328446;2978059161;2829209747;
14328446;2829209747;4356494324;
14328446;4356494324;25632409;
14328446;25632409;4529952477;
14328446;4529952477;3695911150;
14328446;3695911150;1278184335;
14328611;1788785599;4488753668;
14328611;4488753668;4488753670;
14328611;4488753670;137964116;
14329027;137994933;137994581;
14329062;137994655;137994933;
14329062;137994933;4685354796;
14329062;4685354796;137994720;
14329086;25632463;4241285268;
14329086;4241285268;138197779;
14329086;138197779;513921171;
14329086;513921171;513920936;
14329086;513920936;126617354;
14329124;128560275;1422610110;
14329124;1422610110;4488733062;
14329124;4488733062;4685392618;
14329124;4685392618;129549521;
14332819;138194386;2165544743;
14332819;2165544743;4753741829;
14332849;138195760;4751728997;
14332849;4751728997;3570147020;
14332849;3570147020;253283047;
14332849;253283047;138195667;
14332862;138196594;4473358625;
14332862;4473358625;4751728998;
14332900;3191980461;2161007729;
14332900;2161007729;3191978442;
14332900;3191978442;126617352;
14333264;138213191;4749945323;
14333264;4749945323;428217540;
14333264;428217540;138213192;
14333264;138213192;138210915;
14333276;138214591;1417595985;
14333276;1417595985;137981937;
14333321;128677717;3391598661;
14333321;3391598661;138216828;
14333321;138216828;2682190593;
14333465;2246222543;2246222537;
14333465;2246222537;2246222534;
14333465;2246222534;2246222541;
14333465;2246222541;2246222517;
14333465;2246222517;2246222523;
14333465;2246222523;2246222545;
14333465;2246222545;138220134;
14333474;2246222552;2246222551;
14333474;2246222551;2246222547;
14333474;2246222547;2246222549;
14333954;138238299;4720971840;
14333954;4720971840;138238298;
14333954;138238298;1788785577;
14334141;138238299;1788785407;
14334234;2202026227;2202026224;
14334234;2202026224;2202026217;
14334234;2202026217;138246839;
14334234;138246839;2202026206;
14334234;2202026206;2202026195;
14334234;2202026195;3950967584;
14334234;3950967584;2202026187;
14334234;2202026187;3950967579;
14334234;3950967579;138246940;
14334291;138246606;2202026227;
14334291;2202026227;2053566833;
14334291;2053566833;138246838;
14334358;25632466;4751728020;
14334358;4751728020;4751728921;
